05250_013020D03000
05250_006023C  000
05250_021026C  000
05250_036019G  000
05250_013008008000
05250_043030A  000
05250_009079B  000
05250_017023000000
05250_019048B  000
05250_013036001000
05250_012042B  000
05250_024013A  000
05250_08A040000000
05250_010A024C  000
05250_002021A02000
05250_082057000000
05250_012B075003C
05250_073010002000
05250_009016000000
05250_009088B  000
05250_032017000000
05250_018027B  000
05250_019B116000000
05250_065002000000
05250_052022000000
05250_011001001000
05250_031091000000
05250_026021000000
05250_064030A  000
05250_001010A  000
05250_021002B01000
05250_010034A  000
05250_02A001B07000
05250_030A058001000
05250_010006000000
05250_043006000000
05250_044009000000
05250_071050003000
05250_015043C  000
05250_019004B  000
05250_005018000000
05250_029110000000
05250_023007068000
05250_019A056000000
05250_006033C  000
05250_015001E  000
05250_009004001000
05250_012B075003A02
05250_009077A01000
05250_070004000000
05250_015065000000
05250_03A056000000
05250_020006008000
05250_007060H  000
05250_021026A04000
05250_065019000000
05250_040008C  000
05250_012039B  000
05250_010051A  000
05250_066003000000
05250_019B001000000
05250_005014F  000
05250_011052004000
05250_006042004000
05250_048017A  000
05250_030001000000
05250_057052000000
05250_054015000000
05250_011B042000000
05250_081026000000
05250_006032C  000
05250_011B015000000
05250_018A048000000
05250_062013000000
05250_019059017000
05250_003042000000
05250_019C021018000
05250_021025000000
05250_039030006000
05250_019095004000
05250_029105000000
05250_020001B  000
05250_025010B  000
05250_021026002000
05250_019090F03000
05250_012013C  000
05250_080051000000
05250_060023000000
05250_055A009B  000
05250_018032H  000
05250_060024000000
05250_015018B  000
05250_006025018000
05250_019069000000
05250_077024000000
05250_057035000000
05250_006002002000
05250_029009000000
05250_051020000000
05250_021031A  000
05250_016A031001000
05250_023007051000
05250_011049A  000
05250_050015000000
05250_038045000000
05250_010072002000
05250_006009000000
05250_032008000000
05250_005022B11000
05250_006032C01000
05250_017025A09000
05250_022014006000
05250_011049D02000
05250_031012A  000
05250_073002A  000
05250_061056000000
05250_011033C01000
05250_029043000000
05250_044011000000
05250_055A052A20000
05250_053005000000
05250_011B011000000
05250_001008002000
05250_051015000000
05250_013010A  000
05250_009022B01A
05250_008018A  000
05250_022022000000
05250_051041000000
05250_057009A  000
05250_026012000000
05250_040014000000
05250_004012B  000
05250_057050000000
05250_009089000000
05250_010065000000
05250_080054000000
05250_012A033000000
05250_013008006000
05250_007041C01000
05250_077001000000
05250_030067A  000
05250_039030004000
05250_022019000000
05250_051075000000
05250_036016000000
05250_019C021003000
05250_060020C  000
05250_060019000000
05250_010A024E03000
05250_015B042B15000
05250_081072000000
05250_011A049000000
05250_005002A  000
05250_018051C  000
05250_007014006000
05250_08A033C  000
05250_004027000000
05250_027031000000
05250_011020000000
05250_052005003000
05250_010067B  000
05250_021015B  000
05250_026019000000
05250_018A053000000
05250_069002A  000
05250_052004C  000
05250_009041001000
05250_015035000000
05250_032083000000
05250_011059001000
05250_011A051000000
05250_007027A  000
05250_012042E  000
05250_054022000000
05250_009005000000
05250_074A001000000
05250_015046A  000
05250_010047B01000
05250_08B017012000
05250_009048D  000
05250_006007003000
05250_009042013000
05250_056004A  000
05250_032039000000
05250_044004000000
05250_015B042003000
05250_010022A  000
05250_012051A  000
05250_027025000000
05250_009083B  000
05250_011028011000
05250_062018000000
05250_007011003000
05250_051058000000
05250_064006000000
05250_075029000000
05250_030121000000
05250_014022003000
05250_018043000000
05250_079040000000
05250_007036000000
05250_030A059A  000
05250_065012000000
05250_078003000000
05250_067074000000
05250_010A024C01000
05250_011A003000000
05250_055072A  000
05250_053033C  000
05250_049035000000
05250_015B042B12000
05250_006032B  000
05250_08A041000000
05250_048026004000
05250_014009A  000
05250_011B023000000
05250_050002B  000
05250_006021000000
05250_008007D  000
05250_011B028000000
05250_012033000000
05250_011060A  000
05250_011A085000000
05250_026004000000
05250_02A032A  000
05250_008008C  000
05250_010041003000
05250_051002000000
05250_051108000000
05250_077047000000
05250_009041C  000
05250_027008000000
05250_057017000000
05250_067058000000
05250_046011000000
05250_008008A  000
05250_062015000000
05250_074041000000
05250_032052000000
05250_023007026000
05250_041002B  000
05250_031044000000
05250_048001B03000
05250_08A023000000
05250_019090000000
05250_015D016029000
05250_022003007000
05250_036035000000
05250_077037000000
05250_015C026001000
05250_002027H05000
05250_061047000000
05250_009054B  000
05250_016B030000000
05250_020047003000
05250_019C027002000
05250_006016000000
05250_042008000000
05250_021026D  000
05250_030094000000
05250_008009A  000
05250_02A001B01000
05250_011028005000
05250_012045000000
05250_011B013000000
05250_026015000000
05250_012011D01000
05250_012050000000
05250_032077000000
05250_061009000000
05250_006041000000
05250_013010B03000
05250_046011A  000
05250_057004000000
05250_023007063000
05250_012030C  000
05250_020009D  000
05250_009041B04000
05250_026017000000
05250_010A025000000
05250_030A057000000
05250_015C022B  000
05250_08A039000000
05250_030051000000
05250_077028000000
05250_011023000000
05250_012079E  000
05250_058009000000
05250_08A046000000
05250_027030000000
05250_002021A01000
05250_08A032000000
05250_009022B03000
05250_016032D  000
05250_067025000000
05250_016036A01000
05250_020041C01000
05250_031050000000
05250_074A009000000
05250_010071000000
05250_070017000000
05250_015C008L02000
05250_023007003000
05250_004009D  000
05250_012030A  000
05250_012030024000
05250_014022A  000
05250_015037001A
05250_010077002000
05250_036044000000
05250_020032000000
05250_061044000000
05250_060025A01000
05250_011B041000000
05250_020006007000
05250_018012002000
05250_020033E01000
05250_048026A  000
05250_08A016000000
05250_019059002000
05250_019B074000000
05250_007063007000
05250_029113000000
05250_006035002000
05250_010048000000
05250_006042010000
05250_045017000000
05250_019003A01000
05250_034010F  000
05250_006039002000
05250_019A036000000
05250_030102A  000
05250_081022000000
05250_012A014000000
05250_009014B07000
05250_002003A  000
05250_007047B  000
05250_023007052000
05250_013018003000
05250_035032000000
05250_017025A01000
05250_009027D  000
05250_011037000000
05250_072001A  000
05250_001016B  000
05250_019072001000
05250_012A004000000
05250_017024000000
05250_023004A02000
05250_072041000000
05250_030A058000000
05250_032049000000
05250_063002A  000
05250_013040000000
05250_009055000000
05250_015C008C06000
05250_004012A  000
05250_004025000000
05250_007003004000
05250_009044A01000
05250_006004000000
05250_031045000000
05250_013004A  000
05250_08A018000000
05250_061026000000
05250_010079C  000
05250_023007010000
05250_009063B  000
05250_053028000000
05250_076026000000
05250_010004B  000
05250_019003B  000
05250_047008A01000
05250_010036E01000
05250_018042000000
05250_007054B  000
05250_024003000000
05250_032003A  000
05250_049052000000
05250_021015009000
05250_016034001000
05250_022023004000
05250_019A065000000
05250_061002000000
05250_022A009C  000
05250_041003000000
05250_064019000000
05250_081003000000
05250_055077000000
05250_074017B  000
05250_002030F  000
05250_030037000000
05250_076025000000
05250_036028000000
05250_015C008C02000
05250_018037A  000
05250_010004F09000
05250_015054000000
05250_043072003000
05250_060016A  000
05250_032034000000
05250_067002000000
05250_067047A  000
05250_019090F04000
05250_012021001000
05250_067091000000
05250_009093002000
05250_009062A  000
05250_025018000000
05250_010008008000
05250_021026A07000
05250_019B113002000
05250_004035000000
05250_055053000000
05250_017016000000
05250_011049C01000
05250_012A012000000
05250_031078000000
05250_015D016012000
05250_015048000000
05250_061041000000
05250_019A063000000
05250_010067001000
05250_014017B  000
05250_023A002026000
05250_012030B  000
05250_012022B01000
05250_009092A  000
05250_057002000000
05250_015042B  000
05250_011A023000000
05250_011033C02A
05250_029048000000
05250_022A008015000
05250_009044C  000
05250_021026A06000
05250_067052000000
05250_009052B  000
05250_060018000000
05250_005021003H
05250_015050L  000
05250_082007000000
05250_021028A02A
05250_007041A01000
05250_019B013000000
05250_031069000000
05250_014002002000
05250_015A006000000
05250_055A052A16000
05250_070014L03000
05250_051067000000
05250_013018A07000
05250_010001A  000
05250_035002000000
05250_027050000000
05250_037013000000
05250_080026000000
05250_029111000000
05250_009042005000
05250_009031D  000
05250_010A024C02000
05250_013008006001
05250_054006F  000
05250_081058000000
05250_021015007000
05250_011A022000000
05250_019B047000000
05250_08B017024000
05250_02A002009000
05250_012067D  000
05250_019B009000000
05250_035005000000
05250_057001000000
05250_010014A  000
05250_063018000000
05250_020036A  000
05250_011028G02B
05250_070014K  000
05250_018032B  000
05250_011A102000000
05250_043003000000
05250_005022B06000
05250_006057000000
05250_015031A  000
05250_014001B  000
05250_059022A  000
05250_067089B  000
05250_012083000000
05250_011033B  000
05250_020042000000
05250_004031A  000
05250_029079000000
05250_012020005000
05250_019068002A
05250_072037000000
05250_03A059000000
05250_019095008000
05250_059008000000
05250_019087A  000
05250_08C033000000
05250_004011E  000
05250_002016000000
05250_007063002000
05250_037010000000
05250_010030000000
05250_002014000000
05250_001006000000
05250_08A017000000
05250_050004000000
05250_006012C  000
05250_029032000000
05250_035043000000
05250_009079000000
05250_004035A  000
05250_019087A06000
05250_032023000000
05250_081028000000
05250_002030A  000
05250_040026000000
05250_020028002000
05250_005021002000
05250_021019C  000
05250_051026000000
05250_011028G04000
05250_022014007000
05250_002015B  000
05250_005022B  000
05250_048019A  000
05250_032024000000
05250_081110000000
05250_004032000000
05250_013051A03000
05250_055A052A21000
05250_067069000000
05250_019090D02000
05250_067028000000
05250_004037000000
05250_029109000000
05250_004024C  000
05250_020008F01000
05250_054004000000
05250_029010000000
05250_035034000000
05250_021005020000
05250_055025000000
05250_019C021026000
05250_043068000000
05250_015B011D01000
05250_019A006000000
05250_019079A  000
05250_010076D  000
05250_003023001000
05250_003038000000
05250_007063004000
05250_018A048A  000
05250_011B043000000
05250_007063003000
05250_016036C01000
05250_08A034000000
05250_055021000000
05250_010038A07000
05250_041010000000
05250_009026C  000
05250_004017000000
05250_080058L  000
05250_067083000000
05250_020023A  000
05250_013020D  000
05250_058006000000
05250_015049000000
05250_009075C  000
05250_006032C02000
05250_006025007000
05250_016047001000
05250_064024000000
05250_006037B  000
05250_009088000000
05250_013006C03000
05250_074032000000
05250_015040000000
05250_03A050C  000
05250_012B075009C
05250_010036J01000
05250_005021A01000
05250_003041A  000
05250_011A053000000
05250_023A002009000
05250_036031000000
05250_011035B  000
05250_054027000000
05250_018004001000
05250_008010001000
05250_011033012000
05250_061011000000
05250_068007000000
05250_013008B  000
05250_016B018A  000
05250_007004003000
05250_015027A  000
05250_051017000000
05250_004009B01000
05250_007059000000
05250_009054A  000
05250_007047F  000
05250_012078F  000
05250_060001000000
05250_015D016011000
05250_009067A  000
05250_012020004000
05250_007067000000
05250_007031000000
05250_006042007000
05250_081067000000
05250_031067000000
05250_030017000000
05250_014009B02000
05250_006040A  000
05250_009056B  000
05250_045009000000
05250_017025A10000
05250_074039000000
05250_006019B01000
05250_013005000000
05250_037036A  000
05250_055031000000
05250_013008007000
05250_034020000000
05250_009048C06000
05250_016041000000
05250_034010D  000
05250_08A005000000
05250_023007007000
05250_020026000000
05250_030007000000
05250_077023000000
05250_011A015000000
05250_005017C01000
05250_013010A01000
05250_010A024008000
05250_006028002000
05250_080060000000
05250_010008013000
05250_004040B  000
05250_007017000000
05250_011103000000
05250_016B058A01000
05250_048030000000
05250_015B042015000
05250_019A034000000
05250_036059000000
05250_081019000000
05250_012030022000
05250_002012000000
05250_019047000000
05250_007060E  000
05250_011033C03G06
05250_037018000000
05250_007013C05000
05250_028010000000
05250_019A037000000
05250_037025000000
05250_016034006000
05250_015C025A  000
05250_029026000000
05250_019A007000000
05250_011004008000
05250_016A012A03000
05250_081081000000
05250_001019000000
05250_018A048B  000
05250_010038B01000
05250_011008001000
05250_011033C03G08
05250_019104A01000
05250_023007024000
05250_067045000000
05250_036051000000
05250_018036000000
05250_073019000000
05250_077049000000
05250_012043B  000
05250_012079000000
05250_021030000000
05250_033001A  000
05250_012078A  000
05250_015D016009000
05250_011B030000000
05250_037015000000
05250_066009000000
05250_081094000000
05250_009041003000
05250_018026002000
05250_013051F  000
05250_082062000000
05250_014018A  000
05250_011B004000000
05250_003043C  000
05250_019068002000
05250_015027B01000
05250_006032C03000
05250_009010000000
05250_050003A  000
05250_043072004000
05250_012A001A  000
05250_040017000000
05250_015D016052000
05250_006016012000
05250_019068000000
05250_013006C09000
05250_020049000000
05250_019B012000000
05250_074004000000
05250_016A013B  000
05250_062022A  000
05250_019090F06000
05250_031061000000
05250_061031000000
05250_017025004000
05250_007003C  000
05250_015B014002000
05250_010076E  000
05250_004038000000
05250_020007A  000
05250_065014000000
05250_046014A  000
05250_010036E  000
05250_055078000000
05250_068010A  000
05250_010055A01000
05250_012049001000
05250_012020017000
05250_015B011B  000
05250_038038000000
05250_012B075001G
05250_036011000000
05250_018037002000
05250_015050J  000
05250_009020000000
05250_012B076B  000
05250_014019G  000
05250_035017000000
05250_006020D  000
05250_018002A  000
05250_036034000000
05250_005022000000
05250_082038000000
05250_006025013000
05250_019059004000
05250_054035000000
05250_013051A03001
05250_081097000000
05250_012064A  000
05250_044013A  000
05250_015B011C03000
05250_076005C  000
05250_010076R  000
05250_067033000000
05250_068009000000
05250_034014000000
05250_022018001000
05250_013038000000
05250_016B010007000
05250_068024000000
05250_007014C  000
05250_011059005000
05250_018A048A01000
05250_003023C  000
05250_010074B  000
05250_077025000000
05250_053033A  000
05250_012074000000
05250_007060L  000
05250_002021B  000
05250_053036000000
05250_015001C  000
05250_019B066000000
05250_060007000000
05250_006042013000
05250_003014004000
05250_005023C  000
05250_022001001000
05250_007044C  000
05250_038016000000
05250_011033C03A
05250_039043013000
05250_072001000000
05250_004009C  000
05250_073041000000
05250_015003B  000
05250_011011B02001
05250_032086000000
05250_009053001000
05250_006025012000
05250_003032A  000
05250_006002006000
05250_02A001005000
05250_007060K  000
05250_030064000000
05250_019C030000000
05250_051064000000
05250_056017000000
05250_039022000000
05250_018022000000
05250_009027G  000
05250_030103000000
05250_030A028A  000
05250_015D017A01002
05250_023007038000
05250_052014000000
05250_019003A08000
05250_030034000000
05250_035029000000
05250_027045000000
05250_023007031000
05250_004039001000
05250_08A048000000
05250_074A045A  000
05250_014010E  000
05250_002022B  000
05250_016B018B  000
05250_023007020000
05250_028009000000
05250_081044A  000
05250_010036K02000
05250_049063006000
05250_060002000000
05250_015B022F  000
05250_010043000000
05250_011004C  000
05250_082005000000
05250_001017000000
05250_035016000000
05250_007063005000
05250_031017000000
05250_019093C  000
05250_053002000000
05250_009042014000
05250_037043000000
05250_040018000000
05250_007029A  000
05250_023A002030000
05250_006016009000
05250_019087000000
05250_003013A  000
05250_065011000000
05250_006016003000
05250_025010E  000
05250_038053000000
05250_053013000000
05250_032103000000
05250_016B056000000
05250_009037A  000
05250_009011C01000
05250_016A013006000
05250_010A024012000
05250_079030000000
05250_012082A  000
05250_011A017000000
05250_005008000000
05250_029098000000
05250_011B027000000
05250_006057B  000
05250_009066A  000
05250_019049000000
05250_037017000000
05250_006012A  000
05250_012051B  000
05250_012B075005B
05250_006009E  000
05250_068013000000
05250_009094000000
05250_030046000000
05250_010A024013000
05250_006026C01000
05250_030A055003000
05250_068018000000
05250_017002C  000
05250_060025002000
05250_002026000000
05250_016A031003000
05250_007014A  000
05250_081009000000
05250_010047B  000
05250_070008000000
05250_020041A01000
05250_006002005000
05250_006027000000
05250_031043000000
05250_009056A  000
05250_008023D01000
05250_013025000000
05250_014010C  000
05250_081050000000
05250_019069001000
05250_057008000000
05250_039029000000
05250_017024001000
05250_038050B  000
05250_075024000000
05250_035047000000
05250_051070000000
05250_019A024000000
05250_038009000000
05250_012020015000
05250_030057000000
05250_015B042B13000
05250_074A003000000
05250_021005031000
05250_012042000000
05250_043072002000
05250_030058000000
05250_010021A  000
05250_011028G03000
05250_002020000000
05250_038049B  000
05250_019B017000000
05250_048012000000
05250_010036G05F
05250_004039B  000
05250_054046A  000
05250_009026B  000
05250_010004D  000
05250_070010000000
05250_005021003C
05250_009083D  000
05250_018002000000
05250_081109000000
05250_060003000000
05250_051007A  000
05250_015C008G  000
05250_011A008000000
05250_063006000000
05250_019009001000
05250_057025000000
05250_011A103000000
05250_007003I  000
05250_080035000000
05250_031025000000
05250_081087000000
05250_009054000000
05250_012043008000
05250_006036C  000
05250_079034000000
05250_038001000000
05250_051047000000
05250_009057000000
05250_052003000000
05250_035010000000
05250_057026000000
05250_003002A  000
05250_005022B06001
05250_079028000000
05250_015B042B02000
05250_009048A  000
05250_077032000000
05250_080024000000
05250_031052000000
05250_015C008A06000
05250_016B058D  000
05250_007003K  000
05250_029040000000
05250_015D040000000
05250_010055A02000
05250_027001B  000
05250_013054B03000
05250_014011F  000
05250_010051000000
05250_077056000000
05250_008007C02000
05250_008005B  000
05250_005002B  000
05250_009052000000
05250_003030A  000
05250_015050M  000
05250_029106000000
05250_006025000000
05250_018037003000
05250_043001000000
05250_011052B01000
05250_012B075005000
05250_075027000000
05250_010075000000
05250_017001A  000
05250_014001000000
05250_015054B01000
05250_013026C01000
05250_011011B01001
05250_066012000000
05250_070022000000
05250_079018000000
05250_012A017000000
05250_032065000000
05250_010036G05B
05250_008004000000
05250_014022002000
05250_006009D01000
05250_020006A  000
05250_011B018000000
05250_012030015000
05250_009040B  000
05250_009069E  000
05250_046042A01000
05250_053038000000
05250_023007055000
05250_019B069000000
05250_023A025000000
05250_006025025000
05250_068019B  000
05250_034001A  000
05250_032073000000
05250_053025000000
05250_010036K04007
05250_011008B  000
05250_054005A01000
05250_056016A  000
05250_051023000000
05250_019A013000000
05250_051101000000
05250_072056000000
05250_061024000000
05250_082006000000
05250_017025002000
05250_015D112000000
05250_019058C  000
05250_009014A01000
05250_030068000000
05250_019003A  000
05250_059013000000
05250_013035A  000
05250_038032000000
05250_020011D03000
05250_012B001000000
05250_014003F  000
05250_046003000000
05250_082028000000
05250_011033D02001
05250_048010G  000
05250_021015002000
05250_023007027000
05250_023A015B  000
05250_017025A08000
05250_022018002A
05250_049017000000
05250_011B034000000
05250_030032000000
05250_019091B  000
05250_02A001006000
05250_019099000000
05250_023007040000
05250_056007000000
05250_082036005000
05250_067026000000
05250_010018000000
05250_015028000000
05250_016035000000
05250_019043000000
05250_051099000000
05250_007038000000
05250_012A026000000
05250_015C008I  000
05250_012030013000
05250_011028009000
05250_044017000000
05250_023007081000
05250_018007000000
05250_011048000000
05250_019A015000000
05250_030013000000
05250_003011000000
05250_019007004000
05250_003043B01000
05250_019061C  000
05250_064030000000
05250_005020B  000
05250_02A001D05000
05250_031034000000
05250_062014000000
05250_076027000000
05250_019B119001000
05250_076033000000
05250_070015000000
05250_061027000000
05250_012031000000
05250_062009000000
05250_012013000000
05250_004012000000
05250_019B072000000
05250_021028A02E
05250_059032000000
05250_027027000000
05250_074038000000
05250_007015000000
05250_006056B  000
05250_004003000000
05250_009085000000
05250_009069B  000
05250_003032000000
05250_072003000000
05250_019B042000000
05250_08B017017000
05250_006025003000
05250_032042000000
05250_012030009000
05250_032088000000
05250_08A004000000
05250_057028000000
05250_029093000000
05250_073025000000
05250_074A047000000
05250_021026A01000
05250_031003000000
05250_070014000000
05250_039011A  000
05250_066008000000
05250_067010000000
05250_037001001000
05250_046042C  000
05250_012030021000
05250_015C008A04000
05250_054006D06000
05250_019B019000000
05250_031034C01000
05250_026003000000
05250_020016000000
05250_055008000000
05250_006002A02000
05250_082016000000
05250_077022000000
05250_022003006000
05250_015065B  000
05250_019B064000000
05250_051093000000
05250_010076000000
05250_007046A  000
05250_018032A02000
05250_048017000000
05250_040007000000
05250_015C022D01A
05250_011033C03F
05250_014022001000
05250_013030A  000
05250_057005000000
05250_062027000000
05250_032011000000
05250_008008F  000
05250_019055002000
05250_077009D  000
05250_055027000000
05250_022014002000
05250_022003000000
05250_010001C  000
05250_029055000000
05250_077030000000
05250_08C025000000
05250_019006001000
05250_015058000000
05250_005017004A
05250_007066A  000
05250_044019000000
05250_057047000000
05250_03A050D  000
05250_019B114000000
05250_051044000000
05250_08B017019000
05250_015A004D18000
05250_023005000000
05250_038015000000
05250_010041A  000
05250_011033D04000
05250_009076000000
05250_046042G  000
05250_038031000000
05250_082060000000
05250_011001A  000
05250_020011A01000
05250_071050D  000
05250_012030010000
05250_013006C11000
05250_015C008A05000
05250_008019A  000
05250_031093000000
05250_018033002000
05250_042003001000
05250_011019000000
05250_021026E  000
05250_027061000000
05250_023007083000
05250_021001D  000
05250_020013000000
05250_073026A  000
05250_023007076000
05250_003014001000
05250_053026000000
05250_080020000000
05250_010A024B01000
05250_007064000000
05250_005023A03000
05250_004021A01000
05250_023007039000
05250_030024000000
05250_019088B  000
05250_011036000000
05250_080044000000
05250_023007036000
05250_082008000000
05250_005016D01000
05250_004010000000
05250_076010000000
05250_015C008B  000
05250_019A068000000
05250_011033E03000
05250_005009A01000
05250_015D016022000
05250_058015000000
05250_004035003000
05250_017025010000
05250_039030002000
05250_009011A02000
05250_001016A  000
05250_015A019C  000
05250_055A052A  000
05250_014017I  000
05250_051033000000
05250_055032000000
05250_009063C  000
05250_071049000000
05250_016036D  000
05250_012043C  000
05250_006016008000
05250_007033000000
05250_011033C03000
05250_011059007000
05250_023007085000
05250_006036B03000
05250_007008000000
05250_006012000000
05250_043004000000
05250_060017000000
05250_025006000000
05250_002008000000
05250_016033B  000
05250_016054001000
05250_059038000000
05250_073013000000
05250_022A009D  000
05250_019A048000000
05250_014017000000
05250_004040H  000
05250_020020B  000
05250_019B018000000
05250_003003001000
05250_030059000000
05250_051010A  000
05250_022003002000
05250_011033C03G01
05250_015065A  000
05250_057022000000
05250_015B019000000
05250_015B042B07000
05250_015B022M  000
05250_022010000000
05250_056015000000
05250_005022B10000
05250_015003005000
05250_035041000000
05250_018013A  000
05250_010032A  000
05250_009084000000
05250_040026A  000
05250_015046B  000
05250_020010F  000
05250_009083C  000
05250_019080000000
05250_046001A  000
05250_08C036000000
05250_012052A  000
05250_019009003000
05250_011B025000000
05250_010055A  000
05250_011013A  000
05250_012037000000
05250_042010001000
05250_018038000000
05250_019C021013000
05250_005001B  000
05250_020028000000
05250_003040000000
05250_009008A  000
05250_016A011A  000
05250_059028000000
05250_061050A  000
05250_032022000000
05250_010038B  000
05250_074A011000000
05250_023A023000000
05250_010052000000
05250_073010011000
05250_013021000000
05250_015001B  000
05250_015050I  000
05250_010041009000
05250_011047B  000
05250_054067002A
05250_082056000000
05250_048019000000
05250_009044E  000
05250_075011000000
05250_005003A  000
05250_007027G  000
05250_019001D  000
05250_042001000000
05250_011055004000
05250_065036B05000
05250_010A024009000
05250_010080002000
05250_037005A  000
05250_055A052A01000
05250_055066000000
05250_027044000000
05250_006002004000
05250_018031B  000
05250_043072C  000
05250_003046A  000
05250_081030000000
05250_015B021000000
05250_009017001000
05250_012030025000
05250_051097000000
05250_058004000000
05250_08C026000000
05250_019077A  000
05250_077057C  000
05250_012079D  000
05250_002015000000
05250_029028000000
05250_016B002000000
05250_020029A  000
05250_024005000000
05250_022A009004000
05250_009041B01002
05250_021028000000
05250_010004A  000
05250_065001000000
05250_006007002000
05250_077038000000
05250_008001C01000
05250_030110000000
05250_006025004000
05250_007003F  000
05250_011053A05000
05250_08A015000000
05250_021015005000
05250_041011000000
05250_011029000000
05250_015027B03000
05250_080008000000
05250_075028000000
05250_081005000000
05250_010A024A  000
05250_013020D04000
05250_006040000000
05250_082054000000
05250_039013A  000
05250_049013000000
05250_012056000000
05250_019C021030000
05250_076011000000
05250_010036K04000
05250_068010000000
05250_009061C  000
05250_018012C  000
05250_020007B  000
05250_011015000000
05250_036054000000
05250_019A018001000
05250_036026000000
05250_039043008000
05250_006031C01000
05250_055080000000
05250_019C021023000
05250_002030E  000
05250_009048C06001
05250_013029A  000
05250_010022000000
05250_040006000000
05250_040001000000
05250_012030008000
05250_014021B  000
05250_080065000000
