05080_019077B  000
05080_004016000000
05080_023008000000
05080_015006002000
05080_009014ETC000
05080_022025000000
05080_013045000000
05080_020070000000
05080_017020A  000
05080_017020D  000
05080_021059A  000
05080_012051000000
05080_019041000000
05080_022007A  000
05080_019007001000
05080_019071A  001
05080_5A 005000000
05080_018051A  000
05080_002052000000
05080_025061R  000
05080_024049000000
05080_016018000000
05080_023024A  015
05080_020052013000
05080_022008A  000
05080_017040000000
05080_019073024000
05080_018059A  004
05080_013006000000
05080_018063B  000
05080_003021000000
05080_021012001000
05080_019073004000
05080_020052003000
05080_024054D  000
05080_026003B  003
05080_021024000000
05080_023042000000
05080_019039000000
05080_026022001000
05080_024061A  000
05080_020024B  000
05080_015019000000
05080_017061I  000
05080_003027000000
05080_013077000000
05080_024079000000
05080_012035A  000
05080_022002003000
05080_025005000000
05080_005127000000
05080_002006000000
05080_013042000000
05080_023076B  003
05080_022067000000
05080_005027000000
05080_019065014000
05080_007005000000
05080_012037000000
05080_021015004000
05080_012054000000
05080_013067000000
05080_011123000000
05080_018070021000
05080_020018A  000
05080_023027000000
05080_026012002000
05080_018034D  010
05080_022060000000
05080_021025001000
05080_021025C  000
05080_018070029000
05080_020052002000
05080_021052000000
05080_025029000000
05080_002032000000
05080_018034D  003
05080_013047000000
05080_020053B  000
05080_017050000000
05080_023025E  000
05080_010016000000
05080_017010000000
05080_027003C  000
05080_021025005000
05080_003009000000
05080_022050000000
05080_023048000000
05080_017009001000
05080_026038A  000
05080_017036000000
05080_023024A  008
05080_020090002000
05080_5A 008000000
05080_026041000000
05080_017020C  000
05080_021066A  004
05080_030046000000
05080_021063E  000
05080_014011000000
05080_022031B  000
05080_023010000000
05080_019002003000
05080_017017001000
05080_029019000000
05080_025061K  000
05080_022073000000
05080_005079B  000
05080_019002004000
05080_017047F  000
05080_005094000000
05080_025041000000
05080_025008A  000
05080_019063000000
05080_021015006001
05080_018049E  000
05080_029004000000
05080_021086B  000
05080_010013A  000
05080_017011B  000
05080_021025002000
05080_021069015000
05080_017093000000
05080_002038000000
05080_018001000000
05080_023094A  000
05080_023029000000
05080_018026A  000
05080_024048000000
05080_018002A  000
05080_017033E  000
05080_013089000000
05080_019059000000
05080_5A 036000000
05080_005112ETC000
05080_020087B  000
05080_020096000000
05080_018102000000
05080_019073019000
05080_025018000000
05080_020050000000
05080_5A 068000000
05080_026002014000
05080_5A 078000000
05080_013009000000
05080_024057A  000
05080_019058B  000
05080_026023000000
05080_018062A  000
05080_020016001000
05080_030040000000
05080_018054B  000
05080_024065A  000
05080_024065000000
05080_018049D  000
05080_013049000000
05080_020060008000
05080_018049L  000
05080_021013B  000
05080_003026000000
05080_017022000000
05080_018083E  000
05080_020052025000
05080_026024D  000
05080_021069013000
05080_017011000000
05080_020068B  000
05080_002021000000
05080_020037E  000
05080_002035000000
05080_025044000000
05080_022006007000
05080_021015I  000
05080_021031C  000
05080_029024000000
05080_018016000000
05080_020023000000
05080_002070000000
05080_024070000000
05080_012047000000
05080_017025000000
05080_013017000000
05080_017025003000
05080_021083C  000
05080_021069010000
05080_24A027000000
05080_009041000000
05080_024045000000
05080_009012G  000
05080_Cem
05080_024053C  000
05080_026002011000
05080_021081000000
05080_026003005000
05080_019059C  000
05080_018070017000
05080_017032000000
05080_003010H  000
05080_003047000000
05080_013078000000
05080_001016000000
05080_021069007000
05080_018031000000
05080_022031F  000
05080_022019000000
05080_019049A  000
05080_007003000000
05080_022062B  000
05080_5A 073000000
05080_018063A  000
05080_5A 013001000
05080_023019003000
05080_020017C  000
05080_005128C  000
05080_024059B  000
05080_018055C  000
05080_026003001000
05080_018097A  000
05080_020096001000
05080_022024B  000
05080_022002B  000
05080_023025000000
05080_023097000000
05080_005119A  000
05080_ISLCRA000000
05080_020039000000
05080_025039000000
05080_021057B  000
05080_020001B  000
05080_004001A  000
05080_017034020000
05080_013073000000
05080_012030D  000
05080_004009C  000
05080_004002A  000
05080_019015B  000
05080_029021000000
05080_020028000000
05080_019054D  000
05080_026002005000
05080_001020000000
05080_023024A  000
05080_013007B  000
05080_021018002000
05080_017086000000
05080_017072000000
05080_024050000000
05080_017005A  000
05080_002057000000
05080_022013000000
05080_019002001000
05080_017050D  000
05080_021019003000
05080_013007C  000
05080_023062000000
05080_004007000000
05080_012024000000
05080_017029004000
05080_028011000000
05080_003010L  000
05080_025024000000
05080_017036A  000
05080_023025F  000
05080_018058000000
05080_021002B  000
05080_025022D  000
05080_006002B  000
05080_0100130C  000
05080_005105000000
05080_020060006000
05080_023036000000
05080_023039000000
05080_022055001000
05080_023035000000
05080_025035A  000
05080_017037000000
05080_025030000000
05080_004003B  000
05080_019070000000
05080_024072000000
05080_019021000000
05080_024047000000
05080_002042000000
05080_006020000000
05080_002034000000
05080_022029000000
05080_020081A  000
05080_013060001000
05080_019002005000
05080_011115000000
05080_003008000000
05080_012059C  000
05080_019025000000
05080_012005000000
05080_022007B  008
05080_005053000000
05080_006018000000
05080_017029A  000
05080_018082000000
05080_023080000000
05080_012055000000
05080_022010A  000
05080_026025B  000
05080_021088D  000
05080_018049R  000
05080_026045001000
05080_026012001000
05080_026008A  000
05080_019074000000
05080_026024A  000
05080_030010000000
05080_018063000000
05080_020006000000
05080_022004A  000
05080_017061D  000
05080_018070022000
05080_025022H  000
05080_013026A  000
05080_021087E  000
05080_022062C  002
05080_022058001000
05080_023016B  000
05080_020087000000
05080_019065008000
05080_008007000000
05080_018005000000
05080_026029000000
05080_026016A  000
05080_021023D  000
05080_020014000000
05080_020003A  000
05080_021034ETC000
05080_008001000000
05080_018053000000
05080_005070000000
05080_019020010000
05080_028020ETC000
05080_005011000000
05080_011096000000
05080_025010018000
05080_002059000000
05080_030035000000
05080_011087000000
05080_021091F  001
05080_025062A  000
05080_022059000000
05080_004027000000
05080_021096B  000
05080_006023000000
05080_022037A  000
05080_018041000000
05080_003002000000
05080_018103000000
05080_017077H  000
05080_026022A  000
05080_019065B  000
05080_017044C  000
05080_017023000000
05080_017037G  000
05080_030012000000
05080_026050ETC000
05080_020031000000
05080_023079A  000
05080_018068000000
05080_020067000000
05080_018029000000
05080_011094000000
05080_025061F  000
05080_018096B  000
05080_017055A  000
05080_018055F  000
05080_023041011000
05080_022007B  002
05080_017067C  000
05080_018042C  000
05080_ISLPET000000
05080_017084001000
05080_003045000000
05080_008002000000
05080_019018000000
05080_005017000000
05080_022040000000
05080_023024003A
05080_019076D  000
05080_017004B  002
05080_018042G  000
05080_017060C  000
05080_005057A  000
05080_011088000000
05080_020071001000
05080_023041005000
05080_005052000000
05080_005071000000
05080_025065ETC000
05080_029010000000
05080_026002002000
05080_019076F  000
05080_021095C  000
05080_5A 034000000
05080_021083B  000
05080_018072000000
05080_003002A  000
05080_021086A  000
05080_019055000000
05080_001001000000
05080_015001000000
05080_022012A  000
05080_018049B  000
05080_028014A  000
05080_013075000000
05080_025063B  Z02
05080_021097F  000
05080_022056A  002
05080_012040000000
05080_029008000000
05080_018045000000
05080_018070013000
05080_005030000000
05080_026008005000
05080_021002F  000
05080_020102000000
05080_026003C  000
05080_021015005001
05080_021052C  000
05080_017073000000
05080_022043000000
05080_019026000000
05080_025058B  000
05080_005127B  000
05080_015006001000
05080_026035000000
05080_011054000000
05080_010023A  000
05080_020013D  000
05080_021077010000
05080_019063A  000
05080_022042A  000
05080_023024A  005
05080_011002000000
05080_030021000000
05080_022017A  000
05080_008011A  000
05080_008022000000
05080_018070028000
05080_018034D  002
05080_011018000000
05080_020060005000
05080_018012002001
05080_017031A  000
05080_026052A  000
05080_012030000000
05080_005063000000
05080_019002A  000
05080_022054000000
05080_020052008000
05080_026032000000
05080_004014A  000
05080_5A 019000000
05080_017034022000
05080_012010000000
05080_025003000000
05080_024058000000
05080_024036A  000
05080_023041009000
05080_005002000000
05080_019071B  000
05080_011032000000
05080_022007B  007
05080_011050000000
05080_025041D  000
05080_019020003000
05080_026013C  006
05080_021091H  000
05080_009012E  000
05080_019007002000
05080_018036000000
05080_022006010000
05080_5A 072000000
05080_018047C  000
05080_017029012000
05080_023013D  000
05080_002015ETC000
05080_017025002000
05080_011116ETC000
05080_024075000000
05080_017028C  007
05080_013083000000
05080_012011000000
05080_020002002000
05080_026027000000
05080_026013C  008
05080_029032000000
05080_020085B  000
05080_011141000000
05080_017063C  000
05080_021020B  001
05080_018095B  000
05080_020091C  CM1
05080_011135A  000
05080_021031A  000
05080_019044A  000
05080_018104000000
05080_021064C  MRT
05080_018070011000
05080_018010A  000
05080_013003000000
05080_021021B  000
05080_019073014000
05080_002020000000
05080_001011000000
05080_018044A  000
05080_021070D  000
05080_013066000000
05080_021008000000
05080_017033K  000
05080_018101000000
05080_013054000000
05080_030032000000
05080_023003000000
05080_018090D  000
05080_023041002000
05080_024082A  000
05080_013068000000
05080_005128F  000
05080_017003B  000
05080_026052B  000
05080_020062B  000
05080_026043ETC000
05080_011122000000
05080_018109000000
05080_026068000000
05080_017061A  000
05080_024042A  000
05080_017020E  000
05080_017050B  000
05080_012012000000
05080_027003E  000
05080_026017000000
05080_018108000000
05080_004014D  000
05080_023013B  000
05080_001028A  000
05080_005004000000
05080_030026000000
05080_5A 056000000
05080_001029A  000
05080_021069011000
05080_026003011000
05080_018062020000
05080_023078A  000
05080_011137000000
05080_021045A  000
05080_020074000000
05080_018099A  000
05080_24A028D  000
05080_019042000000
05080_017084B  000
05080_023085000000
05080_030025000000
05080_030020000000
05080_021018004000
05080_026008003000
05080_022003A  000
05080_013063ETC000
05080_026025C  000
05080_017083002000
05080_018073000000
05080_020101000000
05080_011022000000
05080_005042000000
05080_007004000000
05080_017035000000
05080_011005000000
05080_012054B  000
05080_025041B  000
05080_023041013000
05080_019024003000
05080_021024A  000
05080_026003B  002
05080_020089A  000
05080_020011A  ETC
05080_020041000000
05080_019059D  000
05080_017034005000
05080_022031C  000
05080_017011003000
05080_013093000000
05080_023083G  000
05080_017071B  000
05080_023041016000
05080_011058000000
05080_018043000000
05080_015023000000
05080_019034000000
05080_020013G  000
05080_021056000000
05080_022027000000
05080_020076000000
05080_017028C  005
05080_025010005000
05080_026024E  000
05080_017004000000
05080_013028000000
05080_022053C  000
05080_008004A  000
05080_020075C  000
05080_017049000000
05080_004011003000
05080_017079J  000
05080_011015A  003
05080_021033000000
05080_005087000000
05080_021007A  000
05080_022056003B
05080_019077C  000
05080_025042000000
05080_018049P  000
05080_029017000000
05080_025023A  000
05080_006030000000
05080_023083D  000
05080_5A 075000000
05080_018047A  000
05080_022007B  005
05080_018062011000
05080_026007000000
05080_021088B  000
05080_004002000000
05080_005003000000
05080_020053000000
05080_5A 009000000
05080_017034025000
05080_020095A  000
05080_022006002000
05080_015006010000
05080_025041B  012
05080_018017B  000
05080_026013B  004
05080_021088001000
05080_012038A  000
05080_027004000000
05080_017028C  002
05080_017011002000
05080_024054000000
05080_022071B  000
05080_021069001000
05080_015005000000
05080_017003A  000
05080_005056000000
05080_019065005000
05080_020062A  000
05080_024073E  000
05080_025044A  000
05080_011128000000
05080_017047H  000
05080_022016003000
05080_021020D  000
05080_023080A  000
05080_021034G  000
05080_011088A  000
05080_025022E  000
05080_017028A  000
05080_016001000000
05080_026026000000
05080_012059A  000
05080_020052026000
05080_017021B  000
05080_018083F  000
05080_018034D  009
05080_017023A  000
05080_010011A  000
05080_018042K  000
05080_019020B  000
05080_026013B  003
05080_026022B  004
05080_022006014000
05080_017023B  000
05080_021020B  002
05080_003040000000
05080_025054A  000
05080_020001F  000
05080_019073018000
05080_019053000000
05080_017011005000
05080_006002A  000
05080_021059C  000
05080_022015003000
05080_030005000000
05080_018062021000
05080_010023000000
05080_020075F  000
05080_011051003000
05080_018104A  000
05080_017055000000
05080_005053A  000
05080_021088E  000
05080_021090A  000
05080_025027A  000
05080_018085000000
05080_006015A  000
05080_022077C  000
05080_017061G  000
05080_018053B  000
05080_021075009000
05080_013041000000
05080_023069000000
05080_003042000000
05080_017028E  000
05080_018083C  000
05080_024054G  000
05080_020079ETC000
05080_019020011000
05080_019065006000
05080_022006012000
05080_006024000000
05080_002064000000
05080_022076000000
05080_021043E  000
05080_017079E  000
05080_016008000000
05080_021059E  000
05080_017077F  000
05080_013044000000
05080_004026000000
05080_018034D  006
05080_004003A  000
05080_021002A  000
05080_018070012000
05080_017087B  000
05080_019036001000
05080_005074A  000
05080_024054A  000
05080_023040000000
05080_028003ETC000
05080_030013M  000
05080_022034A  000
05080_023012000000
05080_009039000000
05080_026003008000
05080_ISLSOWPIG000
05080_017016E  000
05080_024078A  000
05080_004007B  000
05080_025062B  ETC
05080_019065004000
05080_005096000000
05080_020056C  000
05080_5A 064C  000
05080_026031000000
05080_023065000000
05080_005083000000
05080_026013C  003
05080_021075013000
05080_017042001000
05080_011012000000
05080_019073010000
05080_019019000000
05080_015020000000
05080_021012000000
05080_017039E  000
05080_025022C  000
05080_021015A  000
05080_020024A  000
05080_025060001000
05080_015006007000
05080_019002006000
05080_002030C  000
05080_022074000000
05080_026053000000
05080_028011A  000
05080_017077D  000
05080_025010006000
05080_021023C  000
05080_008007A  000
05080_023016A  000
05080_017014A  002
05080_002078000000
05080_002036000000
05080_022037B  000
05080_011139000000
05080_017005E  000
05080_023024004A
05080_004009A  000
05080_020011C  000
05080_021064A  000
05080_023072000000
05080_025059000000
05080_025036000000
05080_020002F  000
05080_011089000000
05080_024032A  000
05080_009012F  0000
05080_022021000000
05080_028009ETC000
05080_005128000000
05080_017079G  000
05080_018062015000
05080_017034009000
05080_013015000000
05080_011081000000
05080_022022000000
05080_010012000000
05080_011015A  004
05080_019015000000
05080_023009B  000
05080_018070002000
05080_005051000000
05080_020083A  000
05080_030037000000
05080_022007B  009
05080_021027000000
05080_018049M  000
05080_021073A  001
05080_027001A  000
05080_009032000000
05080_018062019000
05080_022015004000
05080_023056B  000
05080_013089A  000
05080_022058009000
05080_021077003000
05080_017063B  000
05080_022062C  001
05080_017053000000
05080_024053D  000
05080_027009D  000
05080_011088B  000
05080_020024000000
05080_005062000000
05080_022004B  001
05080_021084A  000
05080_024037000000
05080_022036000000
05080_019073002000
05080_24A028000000
05080_023082F  000
05080_011051002000
05080_022060A  ETC
05080_023024A  001
05080_023041021000
05080_017033H  000
05080_012035000000
05080_010010000000
05080_028019000000
05080_023056A  000
05080_017067B  000
05080_018054000000
05080_021049C  000
05080_023064000000
05080_012053000000
05080_019003000000
05080_022038000000
05080_017074A  000
05080_013081000000
05080_018090I  000
05080_026055A  000
05080_021002C  000
05080_024078B  000
05080_005057000000
05080_026003E  000
05080_022002A  000
05080_017055B  000
05080_025002A  000
05080_020082A  000
05080_017061B  000
05080_005048000000
05080_025022000000
05080_023063000000
05080_022063000000
