19310_U06-047&048
19310_R14-005
19310_R09-013
19310_R04-051
19310_U01-068
19310_U03-006
19310_U07-001
19310_U09-059
19310_U08-025
19310_U09-049
19310_R04-002
19310_R04-037
19310_U07-UNK
19310_U02-051-1
19310_U09-015
19310_U01-105
19310_R10-018
19310_U01-050
19310_U08-017
19310_R04-049
19310_U09-040
19310_U01-083
19310_U04-002
19310_R17-012&17&18
19310_U01-109
19310_R08-020
19310_U01-089
19310_R17-022
19310_R04-039
19310_U03-021
19310_U09-043
19310_U01-140
19310_U01-064
19310_U08-018
19310_U01-063
19310_R07-019
19310_U07-016
19310_U01-020
19310_R02-002
19310_R17-024.1
19310_U06-005
19310_R03-024
19310_R09-016
19310_U01-079
19310_U03-007
19310_U01-035
19310_U02-045
19310_U02-029
19310_U08-008
19310_R03-019
19310_U06-015
19310_U02-021
19310_U01-128
19310_U07-014
19310_R17-011
19310_U01-054
19310_R14-006
19310_U03-004
19310_U02-017
19310_R07-020
19310_U09-014
19310_U02-032
19310_U09-035
19310_U06-006
19310_U02-041
19310_U01-011
19310_R17-023
19310_R09-009
19310_R04-043
19310_U09-032
19310_U09-072
19310_R03-007
19310_U08-021
19310_U01-130
19310_U08-011
19310_U01-121
19310_R17-015&016
19310_U02-016
19310_U01-126
19310_R17-006
19310_R17-024
19310_R08-UNK
19310_U01-021
19310_U06-054
19310_R04-012
19310_U09-016
19310_U01-086
19310_U01-143
19310_U09-017
19310_U01-147
19310_U08-030
19310_U09-030
19310_U02-008
19310_R06-003
19310_U08-029
19310_U06-027
19310_U09-012
19310_U02-019
19310_U06-023
19310_U04-037
19310_U08-043
19310_U01-103
19310_R04-048
19310_U08-044
19310_U09-070
19310_R17-
19310_U07-020&021
19310_R10-002
19310_U01-097
19310_R04-006
19310_R08-021
19310_U01-137
19310_U05-011
19310_U06-014
19310_R04-028
19310_U05-003
19310_U09-005
19310_R03-001 ET AL
19310_U01-044
19310_U06-029
19310_U08-034
19310_R07-011
19310_R13-002
19310_R04-042
19310_U04-012
19310_R03-025
19310_R01-011-12-13-14
19310_R14-014
19310_U08-052
19310_R12-007
19310_R10-011
19310_U01-043&043-1
19310_R03-006
19310_R07-004
19310_U01-049
19310_R07-013
19310_U07-033
19310_U04-007
19310_U02-004
19310_U09-020
19310_U02-028
19310_U09-024
19310_U01-059
19310_U05-014
19310_U01-031
19310_U06-003&004
19310_R08-033
19310_U08-035
19310_U02-054
19310_U07-006
19310_R10-003
19310_U01-110
19310_U01-112
19310_U08-056
19310_U05-005
19310_R03-021
19310_U04-015
19310_U06-041
19310_U01-080
19310_R14-023
19310_U09-033
19310_R14-007
19310_U02-011
19310_R04-022
19310_U02-042
19310_R01-001-002-003
19310_U01-067
19310_R08-031
19310_R04-021
19310_R09-008
19310_R04-015
19310_R09-025
19310_R09-028
19310_U04-008
19310_U08-049
19310_R09-027
19310_U06-021
19310_R14-015
19310_R03-020
19310_R07-012
19310_U01-138
19310_R08-014
19310_U08-042
19310_R08-011
19310_U07-005
19310_U09-037
19310_U06-025
19310_R04-005
19310_R01-008
19310_U01-060
19310_U01-052
19310_U08-028
19310_R17-005
19310_R17-019
19310_U01-101
19310_U05-008
19310_U02-043
19310_U02-046
19310_U07-015
19310_U01-017
19310_R07-002
19310_U01-081
19310_R07-018
19310_U09-034
19310_U02-044
19310_U09-068
19310_R09-015
19310_U05-004
19310_R04-047
19310_U09-013
19310_R08-007
19310_U01-113
19310_R12-005
19310_U01-023
19310_R07-009
19310_U05-010
19310_U04-005
19310_U06-043
19310_R17-007
19310_R03-011
19310_U06-002
19310_U01-022
19310_U05-002
19310_R04-029
19310_U07-027
19310_R14-017
19310_U01-025
19310_U08-032
19310_U03-012
19310_R03-022
19310_R07-008
19310_U03-011
19310_U01-042
19310_U01-129
19310_U07-022
19310_U09-026
19310_U01-096
19310_U02-034
19310_U07-024
19310_U08-006
19310_U08-022
19310_U05-023
19310_U04-024
19310_U08-004
19310_U01-108
19310_R09-001
19310_U02-025
19310_R01-006-007
19310_U01-102
19310_U08-058
19310_U02-036
19310_R10-005
19310_U07-038
19310_U08-050
19310_U01-005
19310_U01-046
19310_R07-014
19310_R04-014
19310_U01-047
19310_R04-004
19310_R04-001
19310_R09-004
19310_R14-009&R10-004
19310_R16-002
19310_U09-023
19310_U08-054
19310_U05-025
19310_U02-035
19310_U01-024
19310_R10-001
19310_R04-041
19310_R04-019
19310_R14-025
19310_R08-028
19310_R03-003
19310_R06-009
19310_U09-022
19310_U01-095
19310_U05-015
19310_U04-025
19310_U01-098&099
19310_R04-035
19310_R08-004
19310_U02-UNK
19310_U02-037
19310_R17-004
19310_U01-117
19310_U01-141
19310_U09-046&047
19310_U01-057
